job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,is_senior,is_remote_friendly,is_llm_role,salary_tier,posting_date,skill
Aijob0140,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),4,Phd,219000,145000,280000,Chicago,Usa,Hybrid,Mid-Size (501-5000),Education,5.5,87,17.5,8.2,0,1,0,Senior ($200-300K),01-May-25,Pytorch
Aijob0140,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),4,Phd,219000,145000,280000,Chicago,Usa,Hybrid,Mid-Size (501-5000),Education,5.5,87,17.5,8.2,0,1,0,Senior ($200-300K),01-May-25,Cnns
Aijob0140,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),4,Phd,219000,145000,280000,Chicago,Usa,Hybrid,Mid-Size (501-5000),Education,5.5,87,17.5,8.2,0,1,0,Senior ($200-300K),01-May-25,Cuda
Aijob0140,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),4,Phd,219000,145000,280000,Chicago,Usa,Hybrid,Mid-Size (501-5000),Education,5.5,87,17.5,8.2,0,1,0,Senior ($200-300K),01-May-25,Git
Aijob0140,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),4,Phd,219000,145000,280000,Chicago,Usa,Hybrid,Mid-Size (501-5000),Education,5.5,87,17.5,8.2,0,1,0,Senior ($200-300K),01-May-25,Agile
Aijob0140,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),4,Phd,219000,145000,280000,Chicago,Usa,Hybrid,Mid-Size (501-5000),Education,5.5,87,17.5,8.2,0,1,0,Senior ($200-300K),01-May-25,Problem Solving
Aijob0179,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),9,Master'S,253000,145000,280000,Seattle,Usa,On-Site,Mid-Size (501-5000),Healthcare,9.4,87,17.1,8.2,1,0,0,Senior ($200-300K),01-Mar-26,Pytorch
Aijob0179,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),9,Master'S,253000,145000,280000,Seattle,Usa,On-Site,Mid-Size (501-5000),Healthcare,9.4,87,17.1,8.2,1,0,0,Senior ($200-300K),01-Mar-26,Cnns
Aijob0179,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),9,Master'S,253000,145000,280000,Seattle,Usa,On-Site,Mid-Size (501-5000),Healthcare,9.4,87,17.1,8.2,1,0,0,Senior ($200-300K),01-Mar-26,Image Processing
Aijob0179,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),9,Master'S,253000,145000,280000,Seattle,Usa,On-Site,Mid-Size (501-5000),Healthcare,9.4,87,17.1,8.2,1,0,0,Senior ($200-300K),01-Mar-26,Opencv
Aijob0179,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),9,Master'S,253000,145000,280000,Seattle,Usa,On-Site,Mid-Size (501-5000),Healthcare,9.4,87,17.1,8.2,1,0,0,Senior ($200-300K),01-Mar-26,Python
Aijob0179,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),9,Master'S,253000,145000,280000,Seattle,Usa,On-Site,Mid-Size (501-5000),Healthcare,9.4,87,17.1,8.2,1,0,0,Senior ($200-300K),01-Mar-26,Cuda
Aijob0179,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),9,Master'S,253000,145000,280000,Seattle,Usa,On-Site,Mid-Size (501-5000),Healthcare,9.4,87,17.1,8.2,1,0,0,Senior ($200-300K),01-Mar-26,Sql
Aijob0227,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),7,Associate'S,208000,145000,280000,Seattle,Usa,Hybrid,Enterprise (5000+),Healthcare,7.5,87,20.4,7,0,1,0,Senior ($200-300K),01-Jan-26,Cuda
Aijob0227,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),7,Associate'S,208000,145000,280000,Seattle,Usa,Hybrid,Enterprise (5000+),Healthcare,7.5,87,20.4,7,0,1,0,Senior ($200-300K),01-Jan-26,Image Processing
Aijob0227,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),7,Associate'S,208000,145000,280000,Seattle,Usa,Hybrid,Enterprise (5000+),Healthcare,7.5,87,20.4,7,0,1,0,Senior ($200-300K),01-Jan-26,Pytorch
Aijob0227,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),7,Associate'S,208000,145000,280000,Seattle,Usa,Hybrid,Enterprise (5000+),Healthcare,7.5,87,20.4,7,0,1,0,Senior ($200-300K),01-Jan-26,Opencv
Aijob0227,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),7,Associate'S,208000,145000,280000,Seattle,Usa,Hybrid,Enterprise (5000+),Healthcare,7.5,87,20.4,7,0,1,0,Senior ($200-300K),01-Jan-26,Python
Aijob0227,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),7,Associate'S,208000,145000,280000,Seattle,Usa,Hybrid,Enterprise (5000+),Healthcare,7.5,87,20.4,7,0,1,0,Senior ($200-300K),01-Jan-26,Linux
Aijob0297,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),6,Master'S,270000,145000,280000,San Francisco,Usa,Fully Remote,Enterprise (5000+),Research,3.2,87,18.3,7.8,0,1,0,Senior ($200-300K),01-Jan-26,Image Processing
Aijob0297,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),6,Master'S,270000,145000,280000,San Francisco,Usa,Fully Remote,Enterprise (5000+),Research,3.2,87,18.3,7.8,0,1,0,Senior ($200-300K),01-Jan-26,Python
Aijob0297,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),6,Master'S,270000,145000,280000,San Francisco,Usa,Fully Remote,Enterprise (5000+),Research,3.2,87,18.3,7.8,0,1,0,Senior ($200-300K),01-Jan-26,Cnns
Aijob0297,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),6,Master'S,270000,145000,280000,San Francisco,Usa,Fully Remote,Enterprise (5000+),Research,3.2,87,18.3,7.8,0,1,0,Senior ($200-300K),01-Jan-26,Cuda
Aijob0297,Computer Vision Engineer,Ai Engineering,Mid (3-5 Yrs),6,Master'S,270000,145000,280000,San Francisco,Usa,Fully Remote,Enterprise (5000+),Research,3.2,87,18.3,7.8,0,1,0,Senior ($200-300K),01-Jan-26,Research
Aijob0358,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),10,Bachelor'S,213000,145000,280000,Austin,Usa,Fully Remote,Big Tech (Faang+),Automotive,4.1,87,12.3,7.7,0,1,0,Senior ($200-300K),01-Mar-26,Python
Aijob0358,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),10,Bachelor'S,213000,145000,280000,Austin,Usa,Fully Remote,Big Tech (Faang+),Automotive,4.1,87,12.3,7.7,0,1,0,Senior ($200-300K),01-Mar-26,Cuda
Aijob0358,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),10,Bachelor'S,213000,145000,280000,Austin,Usa,Fully Remote,Big Tech (Faang+),Automotive,4.1,87,12.3,7.7,0,1,0,Senior ($200-300K),01-Mar-26,Image Processing
Aijob0358,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),10,Bachelor'S,213000,145000,280000,Austin,Usa,Fully Remote,Big Tech (Faang+),Automotive,4.1,87,12.3,7.7,0,1,0,Senior ($200-300K),01-Mar-26,Pytorch
Aijob0358,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),10,Bachelor'S,213000,145000,280000,Austin,Usa,Fully Remote,Big Tech (Faang+),Automotive,4.1,87,12.3,7.7,0,1,0,Senior ($200-300K),01-Mar-26,Cnns
Aijob0358,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),10,Bachelor'S,213000,145000,280000,Austin,Usa,Fully Remote,Big Tech (Faang+),Automotive,4.1,87,12.3,7.7,0,1,0,Senior ($200-300K),01-Mar-26,Opencv
Aijob0358,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),10,Bachelor'S,213000,145000,280000,Austin,Usa,Fully Remote,Big Tech (Faang+),Automotive,4.1,87,12.3,7.7,0,1,0,Senior ($200-300K),01-Mar-26,Git
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Image Processing
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Cuda
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Pytorch
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Opencv
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Cnns
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Python
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Cloud
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Statistics
Aijob0419,Computer Vision Engineer,Ai Engineering,Entry (0-2 Yrs),3,Bachelor'S,232000,145000,280000,San Francisco,Usa,Fully Remote,Big Tech (Faang+),Consulting,10,87,25.4,9.6,0,1,0,Senior ($200-300K),01-Feb-26,Leadership
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Langchain
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Vector Dbs
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Python
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Llms
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Embeddings
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Search Systems
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Communication
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Statistics
Aijob0420,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bachelor'S,255000,145000,280000,New York,Usa,Hybrid,Mid-Size (501-5000),Energy,9.1,94,52.6,8.5,1,1,1,Senior ($200-300K),01-Nov-25,Research
Aijob0493,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,293000,145000,280000,New York,Usa,Fully Remote,Enterprise (5000+),Technology,4,94,87.5,9.3,1,1,1,Senior ($200-300K),01-Jan-26,Llms
Aijob0493,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,293000,145000,280000,New York,Usa,Fully Remote,Enterprise (5000+),Technology,4,94,87.5,9.3,1,1,1,Senior ($200-300K),01-Jan-26,Search Systems
Aijob0493,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,293000,145000,280000,New York,Usa,Fully Remote,Enterprise (5000+),Technology,4,94,87.5,9.3,1,1,1,Senior ($200-300K),01-Jan-26,Python
Aijob0493,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,293000,145000,280000,New York,Usa,Fully Remote,Enterprise (5000+),Technology,4,94,87.5,9.3,1,1,1,Senior ($200-300K),01-Jan-26,Communication
Aijob0534,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),3,Bachelor'S,285000,145000,280000,San Francisco,Usa,Fully Remote,Sme (51-500),Energy,9.6,94,42.7,8.2,1,1,1,Senior ($200-300K),01-Jan-26,Python
Aijob0534,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),3,Bachelor'S,285000,145000,280000,San Francisco,Usa,Fully Remote,Sme (51-500),Energy,9.6,94,42.7,8.2,1,1,1,Senior ($200-300K),01-Jan-26,Search Systems
Aijob0534,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),3,Bachelor'S,285000,145000,280000,San Francisco,Usa,Fully Remote,Sme (51-500),Energy,9.6,94,42.7,8.2,1,1,1,Senior ($200-300K),01-Jan-26,Vector Dbs
Aijob0534,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),3,Bachelor'S,285000,145000,280000,San Francisco,Usa,Fully Remote,Sme (51-500),Energy,9.6,94,42.7,8.2,1,1,1,Senior ($200-300K),01-Jan-26,Leadership
Aijob0534,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),3,Bachelor'S,285000,145000,280000,San Francisco,Usa,Fully Remote,Sme (51-500),Energy,9.6,94,42.7,8.2,1,1,1,Senior ($200-300K),01-Jan-26,Problem Solving
Aijob0568,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),7,Phd,286000,145000,280000,Los Angeles,Usa,Hybrid,Sme (51-500),Consulting,4.2,87,28.7,8.2,1,1,0,Senior ($200-300K),01-Oct-25,Cnns
Aijob0568,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),7,Phd,286000,145000,280000,Los Angeles,Usa,Hybrid,Sme (51-500),Consulting,4.2,87,28.7,8.2,1,1,0,Senior ($200-300K),01-Oct-25,Pytorch
Aijob0568,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),7,Phd,286000,145000,280000,Los Angeles,Usa,Hybrid,Sme (51-500),Consulting,4.2,87,28.7,8.2,1,1,0,Senior ($200-300K),01-Oct-25,Image Processing
Aijob0568,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),7,Phd,286000,145000,280000,Los Angeles,Usa,Hybrid,Sme (51-500),Consulting,4.2,87,28.7,8.2,1,1,0,Senior ($200-300K),01-Oct-25,Leadership
Aijob0568,Computer Vision Engineer,Ai Engineering,Senior (6-9 Yrs),7,Phd,286000,145000,280000,Los Angeles,Usa,Hybrid,Sme (51-500),Consulting,4.2,87,28.7,8.2,1,1,0,Senior ($200-300K),01-Oct-25,Research
Aijob0595,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,223000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Government,9.7,94,52,7,1,1,1,Senior ($200-300K),01-Mar-26,Langchain
Aijob0595,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,223000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Government,9.7,94,52,7,1,1,1,Senior ($200-300K),01-Mar-26,Search Systems
Aijob0595,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,223000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Government,9.7,94,52,7,1,1,1,Senior ($200-300K),01-Mar-26,Vector Dbs
Aijob0595,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,223000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Government,9.7,94,52,7,1,1,1,Senior ($200-300K),01-Mar-26,Communication
Aijob0595,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,223000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Government,9.7,94,52,7,1,1,1,Senior ($200-300K),01-Mar-26,Statistics
Aijob0595,Rag Engineer,Ai Engineering,Senior (6-9 Yrs),7,Bootcamp/Self-Taught,223000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Government,9.7,94,52,7,1,1,1,Senior ($200-300K),01-Mar-26,Sql
Aijob0821,Rag Engineer,Ai Engineering,Lead (10+ Yrs),6,Associate'S,282000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Automotive,7.2,94,70.5,9.5,1,1,1,Senior ($200-300K),01-Jan-26,Python
Aijob0821,Rag Engineer,Ai Engineering,Lead (10+ Yrs),6,Associate'S,282000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Automotive,7.2,94,70.5,9.5,1,1,1,Senior ($200-300K),01-Jan-26,Vector Dbs
Aijob0821,Rag Engineer,Ai Engineering,Lead (10+ Yrs),6,Associate'S,282000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Automotive,7.2,94,70.5,9.5,1,1,1,Senior ($200-300K),01-Jan-26,Search Systems
Aijob0821,Rag Engineer,Ai Engineering,Lead (10+ Yrs),6,Associate'S,282000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Automotive,7.2,94,70.5,9.5,1,1,1,Senior ($200-300K),01-Jan-26,Embeddings
Aijob0821,Rag Engineer,Ai Engineering,Lead (10+ Yrs),6,Associate'S,282000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Automotive,7.2,94,70.5,9.5,1,1,1,Senior ($200-300K),01-Jan-26,Langchain
Aijob0821,Rag Engineer,Ai Engineering,Lead (10+ Yrs),6,Associate'S,282000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Automotive,7.2,94,70.5,9.5,1,1,1,Senior ($200-300K),01-Jan-26,Llms
Aijob0821,Rag Engineer,Ai Engineering,Lead (10+ Yrs),6,Associate'S,282000,145000,280000,Boston,Usa,Hybrid,Sme (51-500),Automotive,7.2,94,70.5,9.5,1,1,1,Senior ($200-300K),01-Jan-26,Statistics
Aijob0848,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),3,Phd,287000,145000,280000,New York,Usa,On-Site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,0,0,1,Senior ($200-300K),01-Feb-26,Search Systems
Aijob0848,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),3,Phd,287000,145000,280000,New York,Usa,On-Site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,0,0,1,Senior ($200-300K),01-Feb-26,Langchain
Aijob0848,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),3,Phd,287000,145000,280000,New York,Usa,On-Site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,0,0,1,Senior ($200-300K),01-Feb-26,Python
Aijob0848,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),3,Phd,287000,145000,280000,New York,Usa,On-Site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,0,0,1,Senior ($200-300K),01-Feb-26,Vector Dbs
Aijob0848,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),3,Phd,287000,145000,280000,New York,Usa,On-Site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,0,0,1,Senior ($200-300K),01-Feb-26,Embeddings
Aijob0848,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),3,Phd,287000,145000,280000,New York,Usa,On-Site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,0,0,1,Senior ($200-300K),01-Feb-26,Llms
Aijob0848,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),3,Phd,287000,145000,280000,New York,Usa,On-Site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,0,0,1,Senior ($200-300K),01-Feb-26,Agile
Aijob1264,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),5,Bachelor'S,256000,145000,280000,New York,Usa,Hybrid,Enterprise (5000+),Retail,8,94,67.6,9.1,0,1,1,Senior ($200-300K),01-Jan-26,Python
Aijob1264,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),5,Bachelor'S,256000,145000,280000,New York,Usa,Hybrid,Enterprise (5000+),Retail,8,94,67.6,9.1,0,1,1,Senior ($200-300K),01-Jan-26,Vector Dbs
Aijob1264,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),5,Bachelor'S,256000,145000,280000,New York,Usa,Hybrid,Enterprise (5000+),Retail,8,94,67.6,9.1,0,1,1,Senior ($200-300K),01-Jan-26,Llms
Aijob1264,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),5,Bachelor'S,256000,145000,280000,New York,Usa,Hybrid,Enterprise (5000+),Retail,8,94,67.6,9.1,0,1,1,Senior ($200-300K),01-Jan-26,Langchain
Aijob1264,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),5,Bachelor'S,256000,145000,280000,New York,Usa,Hybrid,Enterprise (5000+),Retail,8,94,67.6,9.1,0,1,1,Senior ($200-300K),01-Jan-26,Research
Aijob1264,Rag Engineer,Ai Engineering,Mid (3-5 Yrs),5,Bachelor'S,256000,145000,280000,New York,Usa,Hybrid,Enterprise (5000+),Retail,8,94,67.6,9.1,0,1,1,Senior ($200-300K),01-Jan-26,Sql
Aijob0094,Nlp Engineer,Ai Engineering,Mid (3-5 Yrs),9,Master'S,295000,145000,290000,New York,Usa,Hybrid,Big Tech (Faang+),Healthcare,9.5,91,79.1,7.8,0,1,0,Senior ($200-300K),01-May-25,Text Processing
Aijob0094,Nlp Engineer,Ai Engineering,Mid (3-5 Yrs),9,Master'S,295000,145000,290000,New York,Usa,Hybrid,Big Tech (Faang+),Healthcare,9.5,91,79.1,7.8,0,1,0,Senior ($200-300K),01-May-25,Llms
Aijob0094,Nlp Engineer,Ai Engineering,Mid (3-5 Yrs),9,Master'S,295000,145000,290000,New York,Usa,Hybrid,Big Tech (Faang+),Healthcare,9.5,91,79.1,7.8,0,1,0,Senior ($200-300K),01-May-25,Python
Aijob0094,Nlp Engineer,Ai Engineering,Mid (3-5 Yrs),9,Master'S,295000,145000,290000,New York,Usa,Hybrid,Big Tech (Faang+),Healthcare,9.5,91,79.1,7.8,0,1,0,Senior ($200-300K),01-May-25,Bert
Aijob0094,Nlp Engineer,Ai Engineering,Mid (3-5 Yrs),9,Master'S,295000,145000,290000,New York,Usa,Hybrid,Big Tech (Faang+),Healthcare,9.5,91,79.1,7.8,0,1,0,Senior ($200-300K),01-May-25,Hugging Face
Aijob0094,Nlp Engineer,Ai Engineering,Mid (3-5 Yrs),9,Master'S,295000,145000,290000,New York,Usa,Hybrid,Big Tech (Faang+),Healthcare,9.5,91,79.1,7.8,0,1,0,Senior ($200-300K),01-May-25,Leadership
Aijob0427,Nlp Engineer,Ai Engineering,Lead (10+ Yrs),5,Bootcamp/Self-Taught,284000,145000,290000,New York,Usa,Hybrid,Sme (51-500),Government,6.7,91,35.7,8.6,1,1,0,Senior ($200-300K),01-Sep-25,Hugging Face
Aijob0427,Nlp Engineer,Ai Engineering,Lead (10+ Yrs),5,Bootcamp/Self-Taught,284000,145000,290000,New York,Usa,Hybrid,Sme (51-500),Government,6.7,91,35.7,8.6,1,1,0,Senior ($200-300K),01-Sep-25,Llms
Aijob0427,Nlp Engineer,Ai Engineering,Lead (10+ Yrs),5,Bootcamp/Self-Taught,284000,145000,290000,New York,Usa,Hybrid,Sme (51-500),Government,6.7,91,35.7,8.6,1,1,0,Senior ($200-300K),01-Sep-25,Bert
Aijob0427,Nlp Engineer,Ai Engineering,Lead (10+ Yrs),5,Bootcamp/Self-Taught,284000,145000,290000,New York,Usa,Hybrid,Sme (51-500),Government,6.7,91,35.7,8.6,1,1,0,Senior ($200-300K),01-Sep-25,Research
